time_ms,epoch_ms,iso_time,current_mA,voltage_V,power_W,energy_J
4,1779351695629,2026-05-21 10:21:35.629,0.300,12.448,0.004,0.000
61,1779351695686,2026-05-21 10:21:35.686,-0.200,12.484,-0.002,-0.000
113,1779351695738,2026-05-21 10:21:35.738,0.000,12.484,0.000,-0.000
165,1779351695790,2026-05-21 10:21:35.790,0.100,12.484,0.001,-0.000
217,1779351695842,2026-05-21 10:21:35.842,0.100,12.484,0.001,0.000
269,1779351695894,2026-05-21 10:21:35.894,0.000,12.452,0.000,0.000
321,1779351695946,2026-05-21 10:21:35.946,0.000,12.484,0.000,0.000
373,1779351695998,2026-05-21 10:21:35.998,0.300,12.488,0.004,0.000
425,1779351696050,2026-05-21 10:21:36.050,0.000,12.452,0.000,0.000
485,1779351696110,2026-05-21 10:21:36.110,-0.100,12.448,-0.001,0.000
537,1779351696162,2026-05-21 10:21:36.162,-0.100,12.448,-0.001,0.000
589,1779351696214,2026-05-21 10:21:36.214,0.200,12.484,0.002,0.000
643,1779351696268,2026-05-21 10:21:36.268,-0.200,12.448,-0.002,0.000
695,1779351696320,2026-05-21 10:21:36.320,0.000,12.452,0.000,0.000
747,1779351696372,2026-05-21 10:21:36.372,0.100,12.484,0.001,0.000
799,1779351696424,2026-05-21 10:21:36.424,0.100,12.484,0.001,0.000
859,1779351696484,2026-05-21 10:21:36.484,-0.100,12.448,-0.001,0.000
917,1779351696542,2026-05-21 10:21:36.542,-0.100,12.448,-0.001,0.000
969,1779351696594,2026-05-21 10:21:36.594,0.000,12.452,0.000,0.000
1021,1779351696646,2026-05-21 10:21:36.646,0.100,12.484,0.001,0.000
1073,1779351696698,2026-05-21 10:21:36.698,0.200,12.448,0.002,0.000
1125,1779351696750,2026-05-21 10:21:36.750,0.100,12.484,0.001,0.000
1177,1779351696802,2026-05-21 10:21:36.802,0.300,12.484,0.004,0.000
1229,1779351696854,2026-05-21 10:21:36.854,0.100,12.484,0.001,0.001
1289,1779351696914,2026-05-21 10:21:36.914,0.300,12.448,0.004,0.001
1341,1779351696966,2026-05-21 10:21:36.966,0.200,12.448,0.002,0.001
1393,1779351697018,2026-05-21 10:21:37.018,0.300,12.484,0.004,0.001
1445,1779351697070,2026-05-21 10:21:37.070,0.200,12.488,0.002,0.001
1497,1779351697122,2026-05-21 10:21:37.122,0.200,12.448,0.002,0.001
1549,1779351697174,2026-05-21 10:21:37.174,0.300,12.484,0.004,0.002
1601,1779351697226,2026-05-21 10:21:37.226,0.100,12.484,0.001,0.002
1653,1779351697278,2026-05-21 10:21:37.278,0.100,12.452,0.001,0.002
1713,1779351697338,2026-05-21 10:21:37.338,0.100,12.448,0.001,0.002
1765,1779351697390,2026-05-21 10:21:37.390,0.200,12.448,0.002,0.002
1817,1779351697442,2026-05-21 10:21:37.442,0.400,12.484,0.005,0.002
